Country Name,Country Code,Classification Name,Classification Code,Series Name,Series Code,2011 [YR2011],2017 [YR2017]
Denmark,DNK,"Expenditure, market exchange rate-based (US$, billions)",CD,9110000:ACTUAL RECREATION AND CULTURE,9110000,20.8966994195977,19.991766803209
Denmark,DNK,"Expenditure, market exchange rate-based (US$, billions)",CD,9120000:ACTUAL EDUCATION,9120000,19.2865757415629,17.2054629935164
Denmark,DNK,"Expenditure, market exchange rate-based (US$, billions)",CD,9140000:ACTUAL MISCELLANEOUS GOODS AND SERVICES,9140000,42.539772130855,37.3530026327843
Denmark,DNK,"Expenditure, market exchange rate-based (US$, billions)",CD,9250000:DOMESTIC ABSORPTION,9250000,322.984616970445,307.221038713279
Denmark,DNK,"Expenditure, market exchange rate-based (US$, billions)",CD,9260000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS WITHOUT HOUSING,9260000,133.733831398892,123.220453192932
Denmark,DNK,"Expenditure, market exchange rate-based (US$, billions)",CD,9270000:GENERAL GOVERNMENT FINAL CONSUMPTION EXPENDITURE,9270000,91.6610495798996,81.3382329433307
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1000000:GROSS DOMESTIC PRODUCT,1000000,2.20971439601554,2.92709939909572
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1101000:FOOD AND NON-ALCOHOLIC BEVERAGES,1101000,0.404155209339029,0.486822760898795
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1101100:FOOD,1101100,0.371007723852176,0.45148885083356
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1101110:Bread and cereals,1101110,0.0840253518513074,0.113853710210202
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1101120:Meat,1101120,0.0688628346372539,0.0765568051413431
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1101130:Fish and seafood,1101130,0.0405956875704042,0.0471118800869802
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,"1101140:Milk, cheese and eggs",1101140,0.052930234943402,0.0569268551051013
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1101150:Oils and fats,1101150,0.0219387163633826,0.0215929450398659
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1101160:Fruit,1101160,0.0192294411159366,0.0215929450398659
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1101170:Vegetables,1101170,0.0637921372838353,0.0844087851558395
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,"1101180:Sugar, jam, honey, chocolate and confectionery",1101180,0.00732295939116227,0.0137409650253692
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1101190:Food products n.e.c. (Class),1101190,0.0123103606954913,0.0157039600289934
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1101200:NON-ALCOHOLIC BEVERAGES,1101200,0.0331474854868532,0.0353339100652351
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,"1102000:ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",1102000,0.120053322386842,0.215929450398659
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1102100:ALCOHOLIC BEVERAGES,1102100,0.0529251754210629,0.119742695221075
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1102200:TOBACCO,1102200,0.0671281469657789,0.0961867551775844
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1103000:CLOTHING AND FOOTWEAR,1103000,0.0839174386676549,0.0920047982146551
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,0.111536498641666,0.119530276086714
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1107000:TRANSPORT,1107000,0.19369863122807,0.291045516067004
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1107100:PURCHASE OF VEHICLES,1107100,0.0574149776890851,0.0982557519114045
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1107300:TRANSPORT SERVICES,1107300,0.0697522360393234,0.0671580839236524
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1108000:COMMUNICATION,1108000,0.0439584757538957,0.0820529759248244
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1111000:RESTAURANTS AND HOTELS,1111000,0.0496086004125987,0.0824425617522243
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1113000:NET PURCHASES ABROAD,1113000,-0.235990213123831,-0.263993649235102
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1300000:INDIVIDUAL CONSUMPTION EXPENDITURE BY GOVERNMENT,1300000,0.088567822773787,0.175997440095098
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1400000:COLLECTIVE CONSUMPTION EXPENDITURE BY GOVERNMENT,1400000,0.115446776186006,0.193668853424812
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1500000:GROSS CAPITAL FORMATION,1500000,0.921261635830088,0.959229202168923
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1501000:GROSS FIXED CAPITAL FORMATION,1501000,0.925731664607103,1.03455837349399
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1501100:MACHINERY AND EQUIPMENT,1501100,0.445413980251516,0.583189800559982
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1501200:CONSTRUCTION,1501200,0.380734630017607,0.379975370143102
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1501300:OTHER PRODUCTS,1501300,0.0995830543379792,0.0713932027909071
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1502000:CHANGES IN INVENTORIES,1502000,-0.00447002877701373,-0.0753291713250658
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1503000:ACQUISITIONS LESS DISPOSALS OF VALUABLES (Category),1503000,0,0
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,1600000:BALANCE OF EXPORTS AND IMPORTS,1600000,-0.23536329415207,-0.285842898942156
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,1.40836927815151,2.06004424244414
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,0.29670123082736,0.415422221713192
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,9080000:ACTUAL HEALTH,9080000,0.108210812136573,0.214779817094977
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,1.31980145537772,1.88404680234904
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,9110000:ACTUAL RECREATION AND CULTURE,9110000,0.0759258457038932,0.0891162242700686
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,9120000:ACTUAL EDUCATION,9120000,0.0726686460965367,0.0976691426210702
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,9140000:ACTUAL MISCELLANEOUS GOODS AND SERVICES,9140000,0.0839247800812211,0.137222146637057
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,9250000:DOMESTIC ABSORPTION,9250000,2.44507769016761,3.21294229803787
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,9260000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS WITHOUT HOUSING,9260000,1.1380056675061,1.60926979473418
Djibouti,DJI,"Expenditure, market exchange rate-based (US$, billions)",CD,9270000:GENERAL GOVERNMENT FINAL CONSUMPTION EXPENDITURE,9270000,0.204014598959793,0.369666293519909
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1000000:GROSS DOMESTIC PRODUCT,1000000,0.501025568500267,0.519837037037037
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1101000:FOOD AND NON-ALCOHOLIC BEVERAGES,1101000,0.0802415377777778,0.0832542805560896
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1101100:FOOD,1101100,0.0760235455555556,0.0788779199132411
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1101110:Bread and cereals,1101110,0.0171351740740741,0.0177785300387834
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1101120:Meat,1101120,0.0129121414814815,0.0133969397801956
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1101130:Fish and seafood,1101130,0.00844065148148148,0.00875756355095733
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,"1101140:Milk, cheese and eggs",1101140,0.00799712407407407,0.00829738349667082
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1101150:Oils and fats,1101150,0.00322826851851852,0.00334947684696
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1101160:Fruit,1101160,0.00518923592592593,0.00538407059003826
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1101170:Vegetables,1101170,0.0124385607407407,0.0129055780123693
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,"1101180:Sugar, jam, honey, chocolate and confectionery",1101180,0.00314128074074074,0.00325922303258123
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1101190:Food products n.e.c. (Class),1101190,0.00554110851851852,0.0057491545646853
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1101200:NON-ALCOHOLIC BEVERAGES,1101200,0.00421799222222222,0.0043763606428483
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,"1102000:ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",1102000,0.00341960518518518,0.00354799742580844
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1102100:ALCOHOLIC BEVERAGES,1102100,0.00308621296296296,0.00320208768413604
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1102200:TOBACCO,1102200,0.000333392222222222,0.000345909741672398
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1103000:CLOTHING AND FOOTWEAR,1103000,0.022532547037037,0.0233785523634904
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,0.0231959722222222,0.0240668864610789
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1107000:TRANSPORT,1107000,0.0892500392592593,0.0926010145606929
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1107100:PURCHASE OF VEHICLES,1107100,0.0185947459259259,0.019292902866263
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1107300:TRANSPORT SERVICES,1107300,0.0314195262962963,0.0325992014816011
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1108000:COMMUNICATION,1108000,0.0175376348148148,0.0181961015404069
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1111000:RESTAURANTS AND HOTELS,1111000,0.012794912962963,0.0132753098084852
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1113000:NET PURCHASES ABROAD,1113000,0,0
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1300000:INDIVIDUAL CONSUMPTION EXPENDITURE BY GOVERNMENT,1300000,0.0319660774150811,0.0331662733678301
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1400000:COLLECTIVE CONSUMPTION EXPENDITURE BY GOVERNMENT,1400000,0.05504133,0.0571079076611289
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1500000:GROSS CAPITAL FORMATION,1500000,0.0621274592333333,0.064460092172877
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1501000:GROSS FIXED CAPITAL FORMATION,1501000,0.0830949312148148,0.0862148072897855
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1501100:MACHINERY AND EQUIPMENT,1501100,0.0203595581481481,0.0211239765962383
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1501200:CONSTRUCTION,1501200,0.0573355019555555,0.0594882164254085
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1501300:OTHER PRODUCTS,1501300,0.00539987111111111,0.0056026142681387
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1502000:CHANGES IN INVENTORIES,1502000,-0.0209674719814815,-0.0217547151169085
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1503000:ACQUISITIONS LESS DISPOSALS OF VALUABLES (Category),1503000,0,0
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,1600000:BALANCE OF EXPORTS AND IMPORTS,1600000,-0.0744481481481481,-0.0772433727525567
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,0.458304927415082,0.475512409955589
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,0.105299721481481,0.109253296951709
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,9080000:ACTUAL HEALTH,9080000,0.0279918607407407,0.029042841051359
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,0.42633885,0.442346136587759
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,9110000:ACTUAL RECREATION AND CULTURE,9110000,0.0181298622222222,0.0188105646737761
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,9120000:ACTUAL EDUCATION,9120000,0.0210941229706367,0.0218861213346337
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,9140000:ACTUAL MISCELLANEOUS GOODS AND SERVICES,9140000,0.0368171107407407,0.0381994432280574
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,9250000:DOMESTIC ABSORPTION,9250000,0.575473716648415,0.597080409789593
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,9260000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS WITHOUT HOUSING,9260000,0.356171698148148,0.369544494098378
Dominica,DMA,"Expenditure, market exchange rate-based (US$, billions)",CD,9270000:GENERAL GOVERNMENT FINAL CONSUMPTION EXPENDITURE,9270000,0.0870074074150811,0.0902741810289589
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1000000:GROSS DOMESTIC PRODUCT,1000000,58.0125423332688,79.993936748846
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1101000:FOOD AND NON-ALCOHOLIC BEVERAGES,1101000,11.4531220396314,15.2484787317685
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1101100:FOOD,1101100,10.4275728052539,13.8665905198769
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1101110:Bread and cereals,1101110,1.7255615148001,1.93611159873613
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1101120:Meat,1101120,2.68258595944406,3.34392301290699
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1101130:Fish and seafood,1101130,0.127926558374303,0.14175264996191
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,"1101140:Milk, cheese and eggs",1101140,1.5454244347436,2.10012126689964
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1101150:Oils and fats,1101150,0.823569345893785,0.64695617583285
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1101160:Fruit,1101160,1.51011561364868,3.05002572362498
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1101170:Vegetables,1101170,1.0451796907734,1.4086174864134
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,"1101180:Sugar, jam, honey, chocolate and confectionery",1101180,0.406582888757626,0.485972863138899
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1101190:Food products n.e.c. (Class),1101190,0.560626798818373,0.753109742362069
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1101200:NON-ALCOHOLIC BEVERAGES,1101200,1.02554923437748,1.38188821189165
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,"1102000:ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",1102000,2.04595063491958,2.7381758913779
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1102100:ALCOHOLIC BEVERAGES,1102100,1.72102042630187,2.31707668037842
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1102200:TOBACCO,1102200,0.324930208617712,0.421099210999487
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1103000:CLOTHING AND FOOTWEAR,1103000,0.899901668826329,1.08243754514234
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,1.36760308821569,1.89141295030551
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1107000:TRANSPORT,1107000,4.88521906493104,6.1373833924355
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1107100:PURCHASE OF VEHICLES,1107100,0.879475230277064,1.69253930708823
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1107300:TRANSPORT SERVICES,1107300,3.99027904022124,4.42710117018091
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1108000:COMMUNICATION,1108000,1.5136809566393,1.87448911420797
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1111000:RESTAURANTS AND HOTELS,1111000,3.56649533114554,4.34155788812981
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1113000:NET PURCHASES ABROAD,1113000,-0.548002876375338,-0.567610371206842
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1300000:INDIVIDUAL CONSUMPTION EXPENDITURE BY GOVERNMENT,1300000,1.99827770714533,4.37035299932021
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1400000:COLLECTIVE CONSUMPTION EXPENDITURE BY GOVERNMENT,1400000,3.40973505027617,4.37989855647839
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1500000:GROSS CAPITAL FORMATION,1500000,14.5183670212878,17.9761449280474
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1501000:GROSS FIXED CAPITAL FORMATION,1501000,14.3522803310726,18.9827684987036
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1501100:MACHINERY AND EQUIPMENT,1501100,2.84035544561601,4.75248954303228
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1501200:CONSTRUCTION,1501200,11.3872529529346,14.0994418284191
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1501300:OTHER PRODUCTS,1501300,0.124671932522075,0.130837127252126
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1502000:CHANGES IN INVENTORIES,1502000,0.166086690215109,-1.00662357065618
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1503000:ACQUISITIONS LESS DISPOSALS OF VALUABLES (Category),1503000,0,0
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,1600000:BALANCE OF EXPORTS AND IMPORTS,1600000,-6.15844632219389,-2.28846233561456
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,9020000:ACTUAL INDIVIDUAL CONSUMPTION,9020000,46.2428865838989,59.9263555999348
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",9060000,10.3952342659336,10.9453120189927
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,9080000:ACTUAL HEALTH,9080000,3.10565962202091,4.24737442652057
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,44.2446088767534,55.5560026006145
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,9110000:ACTUAL RECREATION AND CULTURE,9110000,1.33977893183951,1.76006037022678
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,9120000:ACTUAL EDUCATION,9120000,2.39110723546664,4.93884300977218
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,9140000:ACTUAL MISCELLANEOUS GOODS AND SERVICES,9140000,3.82713662070457,5.28844063226181
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,9250000:DOMESTIC ABSORPTION,9250000,64.1709886554627,82.2823990844605
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,9260000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS WITHOUT HOUSING,9260000,38.7462455226185,49.2062755846416
Dominican Republic,DOM,"Expenditure, market exchange rate-based (US$, billions)",CD,9270000:GENERAL GOVERNMENT FINAL CONSUMPTION EXPENDITURE,9270000,5.40801275742148,8.7502515557986
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1000000:GROSS DOMESTIC PRODUCT,1000000,19744.1066233548,23923.3961687264
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1101000:FOOD AND NON-ALCOHOLIC BEVERAGES,1101000,1708.42073688013,1958.00414131757
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1101100:FOOD,1101100,1567.33915547487,1833.5287531987
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1101110:Bread and cereals,1101110,331.404779280498,352.805550079249
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1101120:Meat,1101120,263.552284148765,392.518519240824
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1101130:Fish and seafood,1101130,203.153737170448,207.716592870508
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,"1101140:Milk, cheese and eggs",1101140,132.640884231159,151.204590279745
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1101150:Oils and fats,1101150,48.8142418087348,57.2533202166788
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1101160:Fruit,1101160,121.704308662986,161.730032580613
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1101170:Vegetables,1101170,206.868376895049,236.325704686695
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,"1101180:Sugar, jam, honey, chocolate and confectionery",1101180,92.8452243542588,85.7069296760993
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1101190:Food products n.e.c. (Class),1101190,166.355318922976,188.267513568288
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1101200:NON-ALCOHOLIC BEVERAGES,1101200,141.08158140525,124.475388118865
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,"1102000:ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",1102000,270.506979114829,305.003712830279
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1102100:ALCOHOLIC BEVERAGES,1102100,111.582437715006,106.25530730195
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1102200:TOBACCO,1102200,156.322852465782,198.419795182726
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1103000:CLOTHING AND FOOTWEAR,1103000,462.461162340322,500.050617809921
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,"1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1105000,478.721153063741,519.795713564029
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1107000:TRANSPORT,1107000,948.651622957447,1172.60552314491
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1107100:PURCHASE OF VEHICLES,1107100,304.142641832292,431.624242639516
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1107300:TRANSPORT SERVICES,1107300,286.799653554251,303.118418491666
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1108000:COMMUNICATION,1108000,347.243199142137,409.787125473404
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1111000:RESTAURANTS AND HOTELS,1111000,645.899747462781,748.077665288622
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1113000:NET PURCHASES ABROAD,1113000,20.6052556790054,-28.7238550263198
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1300000:INDIVIDUAL CONSUMPTION EXPENDITURE BY GOVERNMENT,1300000,1789.06996014515,2247.36248226689
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1400000:COLLECTIVE CONSUMPTION EXPENDITURE BY GOVERNMENT,1400000,1414.40005264839,1619.35756469412
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1500000:GROSS CAPITAL FORMATION,1500000,6721.57704699164,8469.78167327383
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1501000:GROSS FIXED CAPITAL FORMATION,1501000,6417.44574090714,8213.47835230435
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1501100:MACHINERY AND EQUIPMENT,1501100,1974.58444060575,1835.57540763586
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1501200:CONSTRUCTION,1501200,3718.06364681954,5156.07671645957
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1501300:OTHER PRODUCTS,1501300,724.797653481852,1221.82622820891
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1502000:CHANGES IN INVENTORIES,1502000,302.818125641697,254.583153032955
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1503000:ACQUISITIONS LESS DISPOSALS OF VALUABLES (Category),1503000,1.31318044280613,1.72016793651847
East Asia & Pacific (ICP),EAB,"Expenditure, market exchange rate-based (US$, billions)",CD,1600000:BALANCE OF EXPORTS AND IMPORTS,1600000,395.181340621035,572.409952796066
